"electric field:0","electric field:1","electric field:2","potential","GeometryIds","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.00141927,0.00392788,-39609,-0.000906578,3,1,0,0,0,-2.526
-0.000667303,0.00240139,-39609,200.107,3,1,0.00505209,0,0,-2.52095
8.46307e-05,0.000874981,-39609,400.206,3,1,0.0101039,0,0,-2.5159
-0.000460773,-0.000569332,-39609,600.314,3,1,0.015156,0,0,-2.51084
-0.00208306,-0.000467085,-39609,800.422,3,1,0.0202081,0,0,-2.50579
-0.00318099,4.86162e-05,-39609,1000.52,3,1,0.02526,0,0,-2.50074
-0.0029497,0.000509252,-39608.9,1200.63,1,1,0.0303121,0,0,-2.49569
-0.00276898,0.00116912,-39608.9,1400.73,1,1,0.0353639,0,0,-2.49064
-0.00258825,0.00182901,-39608.9,1600.84,1,1,0.040416,0,0,-2.48558
-0.00240752,0.00248891,-39608.9,1800.94,1,1,0.0454681,0,0,-2.48053
-0.00201846,0.00276817,-39608.9,2001.04,1,1,0.0505199,0,0,-2.47548
-0.00146995,0.00275621,-39608.9,2201.15,1,1,0.055572,0,0,-2.47043
-0.00150003,0.00275339,-39608.9,2401.26,1,1,0.0606241,0,0,-2.46538
-0.00222372,0.00276153,-39608.9,2601.36,1,1,0.065676,0,0,-2.46032
-0.00294745,0.00276967,-39608.9,2801.46,1,1,0.0707281,0,0,-2.45527
-0.00367114,0.00277781,-39608.9,3001.56,1,1,0.0757799,0,0,-2.45022
-0.00439487,0.00278595,-39608.9,3201.67,1,1,0.080832,0,0,-2.44517
-0.00511859,0.00279409,-39608.9,3401.78,1,1,0.0858841,0,0,-2.44012
-0.00584228,0.00280223,-39608.8,3601.87,1,1,0.0909359,0,0,-2.43506
-0.00522435,0.00372146,-39608.8,3801.98,1,1,0.095988,0,0,-2.43001
-0.00275892,0.00589529,-39608.8,4002.09,1,1,0.10104,0,0,-2.42496
-0.000293608,0.00806901,-39608.8,4202.19,1,1,0.106092,0,0,-2.41991
0.00320222,0.00500801,-39608.8,4402.29,1,1,0.111144,0,0,-2.41486
0.00503534,0.00103748,-39608.7,4602.39,1,1,0.116196,0,0,-2.4098
0.00574227,-0.00155777,-39608.7,4802.5,1,1,0.121248,0,0,-2.40475
0.00644921,-0.00415303,-39608.7,5002.61,1,1,0.1263,0,0,-2.3997
0.00715611,-0.00674816,-39608.7,5202.7,1,1,0.131352,0,0,-2.39465
0.0075633,-0.00945064,-39608.7,5402.81,1,1,0.136404,0,0,-2.3896
0.00698922,-0.0125042,-39608.6,5602.92,1,1,0.141456,0,0,-2.38454
0.00580927,-0.0149029,-39608.6,5803.01,1,1,0.146508,0,0,-2.37949
0.00243427,-0.0149301,-39608.6,6003.12,1,1,0.15156,0,0,-2.37444
-0.000940576,-0.0149573,-39608.6,6203.22,1,1,0.156612,0,0,-2.36939
-0.00431558,-0.0149845,-39608.5,6403.32,1,1,0.161664,0,0,-2.36434
-0.00769058,-0.0150116,-39608.5,6603.43,1,1,0.166716,0,0,-2.35928
-0.0110654,-0.0150388,-39608.5,6803.52,1,1,0.171768,0,0,-2.35423
-0.00763416,-0.0149179,-39608.4,7003.63,1,1,0.17682,0,0,-2.34918
-0.00164902,-0.0156339,-39608.4,7203.73,1,1,0.181872,0,0,-2.34413
0.00437397,-0.0164387,-39608.4,7403.83,1,1,0.186924,0,0,-2.33908
0.0103972,-0.0172434,-39608.3,7603.94,1,1,0.191976,0,0,-2.33402
0.0144768,-0.0142794,-39608.3,7804.03,1,1,0.197028,0,0,-2.32897
0.0184967,-0.0111992,-39608.2,8004.13,1,1,0.20208,0,0,-2.32392
0.0226433,-0.00819202,-39608.2,8204.24,1,1,0.207132,0,0,-2.31887
0.0271143,-0.00537209,-39608.2,8404.33,1,1,0.212184,0,0,-2.31382
0.0315854,-0.00255202,-39608.1,8604.44,1,1,0.217236,0,0,-2.30876
0.0360566,0.000268042,-39608.1,8804.54,1,1,0.222288,0,0,-2.30371
0.0307422,0.00308904,-39608,9004.64,1,1,0.22734,0,0,-2.29866
0.0267232,0.00224695,-39608,9204.74,1,1,0.232392,0,0,-2.29361
0.0223778,0.00373062,-39608,9404.83,1,1,0.237444,0,0,-2.28856
0.0172253,0.0105592,-39607.9,9604.93,1,1,0.242496,0,0,-2.2835
0.0120727,0.0173878,-39607.9,9805.04,1,1,0.247548,0,0,-2.27845
0.00692048,0.0242161,-39607.8,10005.1,1,1,0.2526,0,0,-2.2734
0.00552396,0.0273098,-39607.8,10205.2,1,1,0.257652,0,0,-2.26835
0.00434158,0.0301905,-39607.8,10405.3,1,1,0.262704,0,0,-2.2633
0.00315927,0.0330711,-39607.7,10605.4,1,1,0.267756,0,0,-2.25824
0.00197689,0.0359518,-39607.7,10805.5,1,1,0.272808,0,0,-2.25319
-4.7708e-05,0.0373455,-39607.6,11005.6,1,1,0.27786,0,0,-2.24814
-0.00853243,0.0324978,-39607.6,11205.7,1,1,0.282912,0,0,-2.24309
-0.0169218,0.0292387,-39607.5,11405.8,1,1,0.287964,0,0,-2.23804
-0.0198288,0.0204698,-39607.5,11605.9,1,1,0.293016,0,0,-2.23298
-0.022736,0.0117006,-39607.4,11806,1,1,0.298068,0,0,-2.22793
-0.0256431,0.00293129,-39607.3,12006.1,1,1,0.30312,0,0,-2.22288
