"electric field:0","electric field:1","electric field:2","potential","GeometryIds","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0977941,0.0261616,-39467.6,55985.4,1,1,1.41904,0,0,-1.11496
0.0908498,0.0526257,-39467.7,56185.4,1,1,1.42411,0,0,-1.10989
0.0857415,0.058888,-39467.8,56385.5,1,1,1.42918,0,0,-1.10482
0.0844828,0.0469762,-39467.9,56585.5,1,1,1.43424,0,0,-1.09976
0.085802,0.0364641,-39468.1,56785.5,1,1,1.43931,0,0,-1.09469
0.0895586,0.027557,-39468.2,56985.6,1,1,1.44438,0,0,-1.08962
0.0862663,0.0324282,-39468.3,57185.6,1,1,1.44945,0,0,-1.08455
0.0826882,0.0368052,-39468.4,57385.6,1,1,1.45452,0,0,-1.07948
0.0788206,0.0406937,-39468.5,57585.7,1,1,1.45958,0,0,-1.07442
0.0746712,0.0440818,-39468.6,57785.7,1,1,1.46465,0,0,-1.06935
0.0702362,0.0469756,-39468.8,57985.7,1,1,1.46972,0,0,-1.06428
0.0655187,0.0493703,-39468.9,58185.7,1,1,1.47479,0,0,-1.05921
0.0605121,0.0512758,-39469,58385.7,1,1,1.47986,0,0,-1.05414
0.0552196,0.0526871,-39469.1,58585.8,1,1,1.48492,0,0,-1.04908
0.0496416,0.0536042,-39469.2,58785.8,1,1,1.48999,0,0,-1.04401
0.0437776,0.0540269,-39469.3,58985.8,1,1,1.49506,0,0,-1.03894
0.0441578,0.0555409,-39469.5,59185.9,1,1,1.50013,0,0,-1.03387
0.044003,0.0560744,-39469.6,59385.9,1,1,1.5052,0,0,-1.0288
0.0433927,0.0556494,-39469.7,59585.9,1,1,1.51026,0,0,-1.02374
0.0423269,0.054266,-39469.8,59786,1,1,1.51533,0,0,-1.01867
0.0408055,0.0519241,-39469.9,59986,1,1,1.5204,0,0,-1.0136
0.0388286,0.0486237,-39470,60186,1,1,1.52547,0,0,-1.00853
0.0363961,0.0443648,-39470.1,60386,1,1,1.53054,0,0,-1.00346
0.0335082,0.0391474,-39470.2,60586.1,1,1,1.5356,0,0,-0.998396
0.0301647,0.0329715,-39470.3,60786.1,1,1,1.54067,0,0,-0.993328
0.0252924,0.0244686,-39470.4,60986.1,1,1,1.54574,0,0,-0.98826
0.0152898,0.00939389,-39470.5,61186.2,1,1,1.55081,0,0,-0.983192
0.00434178,-0.00677311,-39470.6,61386.2,1,1,1.55588,0,0,-0.978124
-0.00755227,-0.0240397,-39470.7,61586.2,1,1,1.56094,0,0,-0.973056
0.00870847,-0.0229927,-39470.8,61786.3,1,1,1.56601,0,0,-0.967988
0.00338422,-0.0273764,-39470.9,61986.4,1,1,1.57108,0,0,-0.96292
-0.00309853,-0.0319496,-39471,62186.4,1,1,1.57615,0,0,-0.957852
-0.00932502,-0.0363405,-39471,62386.4,1,1,1.58122,0,0,-0.952784
-0.0152952,-0.0405493,-39471.1,62586.5,1,1,1.58628,0,0,-0.947716
-0.0210092,-0.044576,-39471.2,62786.5,1,1,1.59135,0,0,-0.942648
-0.0264669,-0.0484204,-39471.3,62986.5,1,1,1.59642,0,0,-0.93758
-0.0316718,-0.0520849,-39471.4,63186.6,1,1,1.60149,0,0,-0.932512
-0.0366168,-0.055565,-39471.5,63386.6,1,1,1.60656,0,0,-0.927444
-0.0413056,-0.0588628,-39471.5,63586.7,1,1,1.61162,0,0,-0.922376
-0.0457382,-0.0619786,-39471.6,63786.7,1,1,1.61669,0,0,-0.917308
-0.0554343,-0.0586348,-39471.7,63986.7,1,1,1.62176,0,0,-0.91224
-0.0673964,-0.0544397,-39471.9,64186.8,1,1,1.62683,0,0,-0.907172
-0.0800659,-0.0514456,-39472,64386.8,1,1,1.6319,0,0,-0.902104
-0.0934446,-0.0496483,-39472.1,64586.9,1,1,1.63696,0,0,-0.897036
-0.107529,-0.0490561,-39472.2,64786.9,1,1,1.64203,0,0,-0.891968
-0.120227,-0.0491422,-39472.3,64987,1,1,1.6471,0,0,-0.8869
-0.125607,-0.0482667,-39472.4,65187,1,1,1.65217,0,0,-0.881832
