electric field:0,electric field:1,electric field:2,potential,GeometryIds,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
-0.626378,32.8567,-39488.5,14784.7,1,1,0.374588,0,2.4,-2.15641
-0.630206,32.8569,-39489.1,14984.6,1,1,0.37965,0,2.4,-2.15135
-0.539067,32.7799,-39489.6,15184.5,1,1,0.384712,0,2.4,-2.14629
-0.483781,32.7691,-39490.1,15384.4,1,1,0.389774,0,2.4,-2.14123
-0.428492,32.7583,-39490.5,15584.3,1,1,0.394836,0,2.4,-2.13616
-0.373205,32.7475,-39490.9,15784.2,1,1,0.399898,0,2.4,-2.1311
-0.317916,32.7367,-39491.4,15984.1,1,1,0.40496,0,2.4,-2.12604
-0.262629,32.7259,-39491.8,16184,1,1,0.410022,0,2.4,-2.12098
-0.206069,32.7261,-39492.3,16383.9,1,1,0.415084,0,2.4,-2.11592
-0.149108,32.7299,-39492.7,16583.8,1,1,0.420146,0,2.4,-2.11085
-0.0921503,32.7337,-39493.2,16783.7,1,1,0.425208,0,2.4,-2.10579
-0.0351895,32.7374,-39493.6,16983.7,1,1,0.43027,0,2.4,-2.10073
0.0217686,32.7412,-39494.1,17183.6,1,1,0.435332,0,2.4,-2.09567
0.0671744,32.7417,-39494.5,17383.5,1,1,0.440394,0,2.4,-2.09061
0.119837,32.8101,-39495,17583.4,1,1,0.445456,0,2.4,-2.08554
0.172502,32.8786,-39495.5,17783.4,1,1,0.450518,0,2.4,-2.08048
0.225167,32.947,-39495.9,17983.3,1,1,0.45558,0,2.4,-2.07542
0.280904,32.8918,-39496.5,18183.2,1,1,0.460642,0,2.4,-2.07036
0.341195,32.6534,-39497.2,18383.2,1,1,0.465704,0,2.4,-2.0653
0.39988,32.4038,-39497.9,18583.1,1,1,0.470766,0,2.4,-2.06023
0.453729,32.1203,-39498.6,18783,1,1,0.475828,0,2.4,-2.05517
0.50724,31.7378,-39499.4,18983,1,1,0.48089,0,2.4,-2.05011
0.559731,31.2439,-39500.3,19182.9,1,1,0.485952,0,2.4,-2.04505
0.582278,30.7353,-39500.9,19382.9,1,1,0.491014,0,2.4,-2.03999
0.566785,30.2828,-39501.3,19582.8,1,1,0.496076,0,2.4,-2.03492
0.548492,29.8645,-39501.6,19782.8,1,1,0.501138,0,2.4,-2.02986
0.518071,29.5944,-39502,19982.7,1,1,0.5062,0,2.4,-2.0248
0.487648,29.3243,-39502.3,20182.7,1,1,0.511262,0,2.4,-2.01974
0.457227,29.0542,-39502.6,20382.6,1,1,0.516324,0,2.4,-2.01468
0.450309,28.9115,-39502.9,20582.6,1,1,0.521386,0,2.4,-2.00961
0.458835,28.8641,-39503.2,20782.6,1,1,0.526448,0,2.4,-2.00455
0.470123,28.8364,-39503.5,20982.5,1,1,0.53151,0,2.4,-1.99949
0.481411,28.8086,-39503.7,21182.5,1,1,0.536572,0,2.4,-1.99443
0.491483,28.6971,-39504,21382.5,1,1,0.541634,0,2.4,-1.98937
0.499899,28.4713,-39504.3,21582.4,1,1,0.546696,0,2.4,-1.9843
0.508314,28.2455,-39504.6,21782.4,1,1,0.551758,0,2.4,-1.97924
0.516729,28.0196,-39504.9,21982.4,1,1,0.55682,0,2.4,-1.97418
0.526934,27.7892,-39505.2,22182.4,1,1,0.561882,0,2.4,-1.96912
0.546963,27.5333,-39505.5,22382.3,1,1,0.566944,0,2.4,-1.96406
0.566203,27.2768,-39505.8,22582.3,1,1,0.572006,0,2.4,-1.95899
0.542576,26.9864,-39506.1,22782.3,1,1,0.577068,0,2.4,-1.95393
0.518949,26.696,-39506.3,22982.3,1,1,0.58213,0,2.4,-1.94887
0.509474,26.4087,-39506.6,23182.3,1,1,0.587192,0,2.4,-1.94381
0.538139,26.1569,-39506.8,23382.3,1,1,0.592254,0,2.4,-1.93875
0.566804,25.9051,-39507.1,23582.2,1,1,0.597316,0,2.4,-1.93368
0.60918,25.6562,-39507.3,23782.2,1,1,0.602378,0,2.4,-1.92862
0.651709,25.4073,-39507.5,23982.2,1,1,0.60744,0,2.4,-1.92356
0.694238,25.1585,-39507.7,24182.2,1,1,0.612502,0,2.4,-1.9185
0.736767,24.9096,-39508,24382.2,1,1,0.617564,0,2.4,-1.91344
0.779297,24.6607,-39508.2,24582.2,1,1,0.622626,0,2.4,-1.90837
0.821825,24.4118,-39508.4,24782.2,1,1,0.627688,0,2.4,-1.90331
0.699298,24.0925,-39508.7,24982.2,1,1,0.63275,0,2.4,-1.89825
0.57426,23.7444,-39508.9,25182.2,1,1,0.637812,0,2.4,-1.89319
0.559099,23.3463,-39509,25382.2,1,1,0.642874,0,2.4,-1.88813
0.556789,22.9678,-39509.1,25582.2,1,1,0.647936,0,2.4,-1.88306
0.566908,22.6085,-39509.2,25782.2,1,1,0.652998,0,2.4,-1.878
0.525732,22.2987,-39509.3,25982.2,1,1,0.65806,0,2.4,-1.87294
